Time Stamp,Location,Weight,Biomass,COMMENTS
28/5/25 16:22,L15L04,0,0,
28/5/25 16:23,L15L03,0.0806,2,"1 SPIDER, 1 ZOPH SUBC"
28/5/25 16:24,L15L02,0.0130,1,1 CACOON
28/5/25 16:25,L15L01,0,0,
28/5/25 16:49,J13L10,0,0,
28/5/25 16:50,J13L09,0.0113,13,13 TETR SOLI
28/5/25 16:51,J13L08,0.0840,5,"4 CAMP FULV, 1 ZOPH SUBC"
28/5/25 16:52,J13L07,0.0291,9,"6 MESS CAPE, 1 ZOPH SUBC, 1 SPIDER, 1 LEAFHOPPER"
28/5/25 16:53,J13L06,0.1760,2,"1 ZOPH ACAR, 1 ANT-LION"
28/5/25 16:54,J13L05,0.0857,6,"1 ZOPH SUBC, 1 TETR SOLI, 4 ANOP STEIN, "
28/5/25 16:55,J13L04,0.0260,2,"1 ZOPH SUBC, 1 TETR SOLI"
28/5/25 16:56,J13L02,0,0,
28/5/25 16:56,J13L03,0.0453,2,2 ZOPH SUBC
28/5/25 16:57,J13L01,0.0185,4,"1 MESS CAPE, 1 OCYM BARB, LEAFHOPPER, 1 TENEBRIOND"
28/5/25 17:14,J15L10,0,0,
28/5/25 17:15,J15L09,0,0,
28/5/25 17:16,J15L07,0,0,
28/5/25 17:16,J15L08,0,0,
28/5/25 17:17,J15L06,0.0383,1,1 ZOPH SUBC
28/5/25 17:18,J15L05,0.0130,2,"1 WEEVIL, 1 PHEIDOLE TENUINODIS"
28/5/25 17:19,J15L04,0.0148,12,"1 BERYTIDAE, 1 OCYM BARB, 1 SUN SPIDER,  5 CAMP CUNE, 1 TETR SOLI, 2 FROGHOPPER, 1 SLENDER FLYING HEMIPTERA )YELLOW AND BLACK LEGS)"
28/5/25 17:20,J15L03,0.0809,2,"1 ANT-LION, 1 LEAFHOPPER"
28/5/25 17:21,J15L02,0.0028,4,"1 SPIDER, 3 TETR SOLI"
28/5/25 17:22,J15L01,0,0,
28/5/25 19:00,L17L10,0,0,
28/5/25 19:01,L17L09,0.0308,3,"1 CAMP FULV, 1 TETR SOLI, 1 ZOPH SUBC"
28/5/25 19:02,L17L08,0,0,
28/5/25 19:02,L17L07,0.0022,2,"1 HISP, 1 "
28/5/25 19:03,L17L06,0,0,
28/5/25 19:04,L17L05,0.0187,3," 2 CAMP MACU, 1 SPIDER"
28/5/25 19:05,L17L04,0.0014,2,"1 hisp, 1 "
28/5/25 19:06,L17L03,0.0328,2,"1 FROGHOPPER, 1 ZOPH SUBC, "
28/5/25 19:06,L17L02,0.0095,6,"1 ZOPH ACAR, 2 TETR SERI, 1 TETR SOLI, 1 MONO MACR, DOLICHOMUTILLA SYCORAX"
28/5/25 19:07,L17L01,0.0012,4,
28/5/25 19:24,O18L10,0.0030,1,1 ANT-LION
28/5/25 19:26,O18L08,0,0,
28/5/25 19:26,O18L09,0,0,
28/5/25 19:27,O15L07,0.0192,10,"1 WEEVIL, 9 TETR SOLI"
28/5/25 19:28,O18L06,0.0032,2,2 TETR SOLI
28/5/25 19:29,O18L05,0.0006,1,1 LEPI CAPE
28/5/25 19:30,O18L04,0,0,
28/5/25 19:31,O18L03,0.0266,2,"1 ZOPH SUBC, 1 TETR SOLI"
28/5/25 19:32,O18L01,0.0206,2,"1 ZOPH SUC, 1 TETR SERI"
28/5/25 19:32,O18L02,0.0046,5,"1 LEPI CAPE, 3 TETR SOLI, 1 SMALL GREY FLY"
28/5/25 20:04,L15L10,0.0010,1,1 TAPI TRIM
28/5/25 20:05,L15L09,0.0097,3,"1 OCYM BARB, 1 CAMP MACU, 1 COLEOPTERA LARVAE"
28/5/25 20:06,L15L08,0.0025,1,1 TETR SOLI
28/5/25 20:07,L15L07,0,0,
28/5/25 20:08,L15L06,0,0,
28/5/25 20:09,L15L05,0.3066,3,"1 WEEVIL, 1 COCKROACH, 1 WASP"
28/5/25 20:09,L15L04,0,0,
28/5/25 20:10,L15L03,0.0219,1,1 TENEBRIONID
28/5/25 20:11,L15L02,0,0,
28/5/25 20:12,L15L01,0,0,
28/5/25 20:33,J13L10,0.0016,2,"1 LEPI CAPE, 1 PHEI CAFF, "
28/5/25 20:34,J13L08,0.0220,2,"1 CAMP MACU, 1 TETR SOLI"
28/5/25 20:34,J13L09,0.0078,6,6 TETR SOLI
28/5/25 20:35,J13L07,0.0011,2,"1 PHEI CAPE, 1 ""VELVET ANT"""
28/5/25 20:36,J13L06,0.1179,6,"2 TETR SERI, 1 VELVET ANT, 1 TICK, 1 GREY WASP, HEMIPTERA FLY"
28/5/25 20:37,J13L05,0.0027,3,"1 TETR SOLI, 2 MESS CAPE"
28/5/25 20:38,J13L04,0.0138,2,"1 CAMP MACU, 1 NINJA ANT"
28/5/25 20:39,J13L03,1.0724,3,"1 PASS FORT, 1 CAMP MACU, 1 TETR SOLI"
28/5/25 20:40,J13L02,0,0,
28/5/25 20:41,J13L01,0,0,
28/5/25 20:56,J15L10,0,0,
28/5/25 20:57,J15L09,0,0,
28/5/25 20:58,J15L07,0.0003,1,LEPI CAPE
28/5/25 20:58,J15L08,0,0,
28/5/25 20:59,J15L06,0,0,
28/5/25 21:00,J15L05,0.0003,1,SMALL TENEBRIONOID
28/5/25 21:01,J15L04,0.0134,3,"1 CAMP MACU, 1 LEPI CAPE, 1 SILK HEMIPTER "
28/5/25 21:02,J15L03,0,0,
28/5/25 21:03,J15L02,0,0,
28/5/25 21:04,J15L01,0,0,
29/5/25 07:00,L17L10,0,0,
29/5/25 07:02,L17L09,0,0,
29/5/25 07:03,L17L08,0.0453,3,"1 STIPS, 1 WEEVIL (ORANGE LINES), 1 "
29/5/25 07:04,L17L07,0,0,
29/5/25 07:04,L17L06,0,0,
29/5/25 07:05,L17L05,0.0030,2,2 LACE HEMIPTERA
29/5/25 07:06,L17L04,0.0793,4,"2 TETR SOLI, 1 BOEM EPPI, 1 SPIDER"
29/5/25 07:07,L17L03,0,0,
29/5/25 07:08,L17L02,0,0,
29/5/25 07:08,L17L01,0.0018,1,MOSQUITO--LIKE FLY WITH GREEN ABDOMEN 
29/5/25 07:30,O18L10,0.0611,2,"1 SPIDER, 1 SMALL BLACK BEETLE"
29/5/25 07:31,O18L09,0.0051,2,"1 LEAFHOPPER, 1 SMALL BROWN BEETLE"
29/5/25 07:31,O18L08,0.0604,1,1 BOEM EPPI
29/5/25 07:32,O18L07,0.9914,1,PASS FORT
29/5/25 07:33,O18L06,0.0247,1,1 LIGHT-BROWN CRICKET
29/5/25 07:34,O18L05,0,0,
29/5/25 07:34,O18L04,0.0062,1,TURTLE STINK BUG
29/5/25 07:35,O18L03,0.0201,1,1 BLACK BEETLE WITH WHITE HAIR
29/5/25 07:36,O18L02,0.0033,1,BUG WITH LONG ANTANAE AND STOUT BODY
29/5/25 07:37,O18L01,0.0024,3,"1 FROGHOPPER, 1 FLY WITH LONG WINGS, 1 GREEN HEMIPTERA WITH WHITE AND BLACK LEGS"
29/5/25 08:07,L15L10,0.0032,1,1 LEAFHOPPER
29/5/25 08:08,L15L09,0.4076,3,"1 CHOC BROWN TENEBRIONID , 1 DARK BROWN TENEBRIONID, 1"
29/5/25 08:09,L15L08,0.0697,3," CAMP MACU, 1 STIPS"
29/5/25 08:10,L15L07,0.0234,5,"2 LEAFHOPPER, 1 LARVAE, 1 TETR SOLI, 1 TENEBRIONID"
29/5/25 08:11,L15L06,0,0,
29/5/25 08:11,L15L05,0.0562,3,"1 LARVAE, 2 LEAFHOPPERS"
29/5/25 08:12,L15L04,0.0090,2,"1 CAMP MACU, 1 SPIDER"
29/5/25 08:13,L15L03,0.0018,1,1 HEMIPTERA WITH LONG LEGS
29/5/25 08:14,L15L02,0.0586,1,1 SPIDER
29/5/25 08:16,L15L01,0,0,
29/5/25 08:37,J13L10,0.2508,3,"1 CAMP MACU, 1 CATEPILLAR, 1 TOKTOKKIE BEETLE"
29/5/25 08:38,J13L09,0,0,
29/5/25 08:38,J13L08,0.8949,3,"2 CAMP MACU, 1 CATEPILLAR"
29/5/25 08:39,J13L07,0.0016,2,2 FROGHOPPER
29/5/25 08:39,J13L06,0.0117,2,"1 SPIDER, 1 "
29/5/25 08:40,J13L05,0.0046,3,"1 CAMP MYST, 1 FROGHOPPER, 1 TENEBRIONID"
29/5/25 08:41,J13L03,0.0137,1,1 CAMP MACU
29/5/25 08:41,J13L04,0.0004,4,"1 BERYTIDAE, 2 LEAFHOPPER, 1 SPIDER"
29/5/25 08:42,J13L02,0,0,
29/5/25 08:43,J13L01,0.0310,3,"1 SPIDER, 1 TENEBRIONID, 1 1 LEAFHOPPER"
29/5/25 09:00,J15L10,0,0,
29/5/25 09:01,J15L09,0.0195,1,1 WEEVIL
29/5/25 09:02,J15L08,0.0320,1,1 BEETLE LOOKS LIKE A ZOPHH SPP. 
29/5/25 09:03,J15L07,0.0985,4,"1 CAMP MACU, 1 SPIDER, 1 CHAFER, 1 WEEVIL"
29/5/25 09:03,J15L06,0.0345,2,"1 ANT-LION, 1 WEEVIL"
29/5/25 09:04,J15L05,0,0,
29/5/25 09:05,J15L03,0,0,
29/5/25 09:05,J15L04,0,0,
29/5/25 09:06,J15L02,0,0,
29/5/25 09:07,J15L01,0.0104,2,"1 SPIDER WITH GREEN COLOUR, 1 SPIDER "
28/5/25 13:26,J15L04,0.0856,4,"1 ZOPH SUBC, 1 OCYM BARB, 2 PHEI TENU"
28/5/25 12:27,L15L01,0,0,
