Time Stamp,Location,Weight,Biomass,COMMENTS
4/9/25 16:15,P15L04 D,0.0412,1,1 ZOPH SUBC
4/9/25 16:15,P15L05,0.0073,3,"1 ZOPH ACAR, 2 TETR SOLI"
4/9/25 16:13,P15L06 D,0.0035,3,"1 SCIO CURS,  TETR SERI"
4/9/25 16:08,P15L10 D,0,0,
4/9/25 16:09,P15L09,0.0048,2,2 OCYM BARB
4/9/25 16:11,P15L08 D,0.0165,1,1 CAMP FULV
4/9/25 16:18,P15L02 D,0.0018,2,"1 PHEI TENU, 1 DOLI SYCO"
4/9/25 16:19,P15L01,0.0569,8,"1 ZOPH ACAR, 2 OCYM BARB, 1 ZOPH SUBC, 1 CAMP MACU, 1 ANOP CUST, 2 TETR SERI"
4/9/25 16:12,P15L07,0,0,
4/9/25 16:17,P15L03,0.0017,1,1 OCYM BARB
4/9/25 15:28,D15L03,0.0006,1,1 TETR SERI
4/9/25 15:25,D15L06 D,0.0030,1,1 UNKNOWN SPIDER
4/9/25 15:26,D15L05 ,0,0,
4/9/25 15:21,D15L10 D,0.0020,1,1 OCYM BARB
4/9/25 15:23,D15L08 D,0.0005,1,1 OCYM BARB
4/9/25 15:29,D15L02 D,0.0036,3,"1 OCYM BARB, 2 SCIO CURS"
4/9/25 15:27,D15L04 D,0,0,
4/9/25 15:22,D15L09,0.0125,1,1 ZOPH SUBC
4/9/25 15:24,D15L07,0.0008,1,1 OCYM BSRB
4/9/25 15:30,D15L01,0.0010,6,6 LEPI CAPE
4/9/25 11:00,H15L10 D,0.0021,2,2 PHEI TENU
4/9/25 11:00,H15L09,0,0,
4/9/25 11:08,H15L03,0.0083,1,1 ZOPH SUBC
4/9/25 11:09,H15L02 D,0,0,
4/9/25 11:05,H15L05,0.0092,1,1 ZOPH SUBC
4/9/25 11:02,H15L08 D,0.0018,2,2 PHEI TENU
4/9/25 11:06,H15L04 D,0,0,
4/9/25 11:03,H15L07,0,0,
4/9/25 11:10,H15L01,0.0012,4,"3 PHEI TENU, 1 LEPI CAPE"
4/9/25 11:04,H15L06 D,0,0,
4/9/25 19:25,D15L04 D,0.0010,1,1 HSIT
4/9/25 19:24,D15L05,0,0,
4/9/25 19:20,D15L09,0,0,
4/9/25 19:20,D15L10 D,0,0,
4/9/25 19:23,D15L06 D,0.0160,1,1 ZOPH SUBC
4/9/25 19:22,D15L07,0.0034,2,"1 TETR SOLI, 1 THIST"
4/9/25 19:28,D15L01,0.0034,1,1 PHEI TENU
4/9/25 19:26,D15L03,0,0,
4/9/25 19:27,D15L02 D,0.0052,2,"1 TETR SOLI, 1 OCYM BARB"
4/9/25 19:21,D15L08 D,0.0245,24,24 TETR SOLI
4/9/25 20:57,Q17L06 D,0.0144,1,1 MEGA ANALI
4/9/25 20:56,Q17L07,0,0,
4/9/25 20:55,Q17L08 D,0.0012,1,1 TETR SOLI
4/9/25 20:53,Q17L10 D,0.0103,3,"2 ANOP STEI, 1 MEGA ANALI"
4/9/25 21:01,Q17L02 D,0.0010,1,1 TETR SOLI
4/9/25 21:00,Q17L03,0,0,
4/9/25 20:59,Q17L04 D,0,0,
4/9/25 20:02,Q17L01,0.0041,1,TAPI TRIM
4/9/25 20:58,Q17L05,0,0,
4/9/25 20:54,Q17L09,0,0,
4/9/25 17:30,K18L07,0.0175,7,"2 ZOPH ACR, 5 TETR SOLI"
4/9/25 17:35,K18L03,0.0165,4,"1, ZOPH ACAR, 1 DOLI SYCR, 1 TETR SOLI, 1 UNKNOWN LARVAE"
4/9/25 17:28,K18L09,0,0,
4/9/25 17:28,K18L10 D,0.0079,8,"1 ZOPH ACAR, 7 LEPI CAPE"
4/9/25 17:32,K18L05,0.0235,1,1 ZOPH SUBC
4/9/25 17:36,K18L02 D,0.0077,4,"3 OCYM BARB, 1 TETR SERI"
4/9/25 17:34,K18L04 D,0.0026,1,1 OCYM BARB
4/9/25 17:29,K18L08 D,0.0035,3,3 TETR SOLI
4/9/25 17:37,K18L01,0.0034,4,"1 PSEUDO-SCORPION, 3 ANOP STEI"
4/9/25 17:31,K18L06 D,0,0,
4/9/25 20:15,P15L03,0.0117,4,"1 MEGA ANALI, 1 TETR SOLI, 2 TETR SERI"
4/9/25 20:15,P15L02 D,0,0,
4/9/25 20:10,P15L08 D,0.0155,3,"1 MEGA ANALI, 1 TETR SOLI, 1 CAMP MACU"
4/9/25 20:12,P15L05,0.0011,2,"1 TETR SERI, 1 TETR SOLI"
4/9/25 20:08,P15L10 D,0,0,
4/9/25 20:11,P15L06 D,0.0028,1,1 OCYM BARB
4/9/25 20:09,P15L09,0.0105,1,1 MEGA ANALI
4/9/25 20:17,P15L01,0,0,
4/9/25 20:13,P15L04 D,0.0098,1,1 MEGA ANALI
4/9/25 20:11,P15L07,0.0042,2,"1 ANOP STEI, 1 CAMP MACU"
5/9/25 07:32,D15L03,0,0,
5/9/25 07:22,D15L10 D,0,0,
5/9/25 07:25,D15L08 D,0.0072,6,"5 TETR SOLI, 1 UNKNOWN SPIDER"
5/9/25 07:29,D15L05,0.2308,2,"1 UNKNOWN SPIDER (BLACK AND BIG), 1 STIPS"
5/9/25 07:23,D15L09,0.0031,1,1 UNKNOWN SMALL BEETLE
5/9/25 07:34,D15L01,0,0,
5/9/25 07:26,D15L07,0.0478,1,1 UNKNOWN BROWN TENEBRIONID (MEDIUM-SIZED)
5/9/25 07:27,D15L06 D,0.1530,3,"2 UNKNOWN BROWN TENEBRIONID (MEDIUM-SIZED), 1 UNKNOWN BLACK TENEBRIONID "
5/9/25 07:30,D15L04 D,0.0099,1,"1 UNKNOWN WEEVIL (SMALL, BLACK WTH WHITE SPOTS)"
5/9/25 07:33,D15L02 D,0,0,
4/9/25 16:50,Q17L09,0.0831,9,"5 CAMP FULV, 3 OCYM BARB, 1 RHYP VULG"
4/9/25 16:49,Q17L10 D,0.0024,2,"1 OCYM BARB, 1 UNKNOWN BLACK BEETLE (SMALL-SIZED)"
4/9/25 16:58,Q17L03,0.0734,7,"6 CAMP FULV, 1 OCYM BARB"
4/9/25 16:59,Q17L02 D,0.0005,3,"1 PHEI TENU, 2 TETR SOLI"
4/9/25 16:55,Q17L06 D,0,0,
4/9/25 16:51,Q17L08 D,0.0032,1,1 OCYM BARB
4/9/25 16:57,Q17L04 D,0.0324,1,1 ZOPH SUBC
4/9/25 17:00,Q17L01,0.0707,2,"1 GRAP ANDE, 1 MEGA ANALI"
4/9/25 16:56,Q17L05,0,0,
4/9/25 16:52,Q17L07,0.6456,4,"1 SOLIFUGE (LARGE), 1 ZOPH SUBC, 1 GRAP ANDR, 1 TETR SERI"
5/9/25 09:46,Q17L04 D,0.0116,1,1 MEGA ANALI
5/9/25 09:43,Q17L06 D,0.0066,2,"1 CAMP MACU, 1 TETR SOLI"
5/9/25 09:40,Q17L08 D,0.0477,5,"2 MEGA ANALI, 1 CAMP MACU, 1 TETR SOLI, 1 CAMP FULV"
5/9/25 09:44,Q17L05,0.0063,2,"1 UNKNOWN SMALL OVAL BEETLE, 1 BROWN TENEBRIONID"
5/9/25 09:47,Q17L03,0.2672,5,"1 SCORPION, 1 ZOPH SUBC, 1 MEGA ANALI, 2 GRAPHIPTERUS SPP. (BLACK IN COLOUR)"
5/9/25 09:51,Q17L01,0.0466,3,"1 SOMATICUS SPP., 2 CAMP MACU"
5/9/25 09:37,Q17L10 D,0.0154,4,"1 TETR SOLI, 1 SCIO CURS, 1 Trogaspidiini, 1 UNKNOWN SPIDER"
5/9/25 09:39,Q17L09,0.0086,1,1 MEGA ANALI
5/9/25 09:41,Q17L07,0.0673,1,"1 SOMATICUS SPP., GREY DIPTERA"
5/9/25 09:50,Q17L02 D,0.0005,3,"2 TETR SOLI, 1 TETR SERI"
5/9/25 07:08,H15L03,0,0,
5/9/25 07:01,H15L09,0,0,
5/9/25 07:02,H15L08 D,0,0,
5/9/25 07:03,H15L07,0,0,
5/9/25 07:05,H15L06 D,0.0009,1,1 PHEI TENU
5/9/25 07:07,H15L04 D,0,0,
5/9/25 07:06,H15L05,0.0139,1,1 UNKNOWN SPIDER
5/9/25 07:10,H15L02 D,0.0233,1,1 UNKNOWN SPIDER
5/9/25 07:00,H15L10 D,0.0452,2,"1 PHEI TENU, 1 UNKNOWN BROWN TENEBRIONID (MEDIUM-SIZED)"
5/9/25 07:11,H15L01,0,0,
4/9/25 12:49,Q17L07,0.0914,6,"3 MEGA ANALI, 1 CAMP FULV, 1 ZOPH SUBC, 1 ZOPH KALA"
4/9/25 12:53,Q17L04 D,0.0088,1,1 MEGA ANALI
4/9/25 12:53,Q17L10 D,0.0251,5,"1 UNKNOWN LARVAE, 4 LEPI CAPE"
4/9/25 12:57,Q17L01,0.0416,4,"3 MEGA ANALI, 1 CAMP FULV"
4/9/25 12:48,Q17L08 D,0.0132,11,"8 TETR SOLI, 1 UNKNOWN SPIDER, 1 UKNOWN PSEUDO-SCORPION, 1 SCIO CURS"
4/9/25 12:54,Q17L03,0.1055,9,"3 CAMP FULV, 2 MEGA ANALI, 1 UNKNOWN SMALL BLACK BEETLE, 3 PHEI TENU"
4/9/25 12:51,Q17L06 D,0,0,
4/9/25 12:52,Q17L05,0.0112,8,"1 UNKNOWN SPIDER, 1 CAMP FULV, 1 PHEI TENU, 2 OCYM BARB, 3 TETR SOLI"
4/9/25 12:55,Q17L02 D,0.0188,15,"2 MEGA ANALI, 13 TETR SOLI"
4/9/25 12:47,Q17L09,0.2393,26,"25 CAMP FULV, 1 MEGA ANALI"
